duplicate_group,sha256,dataset,file,absolute_path
121,7cd9fbbd46e4fcab0f156bd7e640850908239f13cd7ec4402a6871ccb53fb038,phenomsg,Hazardous\Hazardous\e-waste\electronic-recycling - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-recycling - Copy.jpg
121,7cd9fbbd46e4fcab0f156bd7e640850908239f13cd7ec4402a6871ccb53fb038,phenomsg,Hazardous\Hazardous\e-waste\electronic-recycling.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-recycling.jpg
122,d9e5e766f09fe49a01aca73cc99d7d6d6310f43bb7fb2310ae08915e2a5e07e8,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste - Copy.jpg
122,d9e5e766f09fe49a01aca73cc99d7d6d6310f43bb7fb2310ae08915e2a5e07e8,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste.jpg
123,dceff67100008b32d64980cb39b80863ccb550fd145d1ab4b495687fea0d74ab,phenomsg,Hazardous\Hazardous\e-waste\Electronic-waste-1 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-waste-1 - Copy.png
123,dceff67100008b32d64980cb39b80863ccb550fd145d1ab4b495687fea0d74ab,phenomsg,Hazardous\Hazardous\e-waste\Electronic-waste-1.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-waste-1.png
124,4d21741a23809b256430fa74bfe255f0e6f851675bca51e42825ee1f72d85a0a,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-collection-center-subsequent-recycling-circular-economy_761147-84 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-collection-center-subsequent-recycling-circular-economy_761147-84 - Copy.jpg
124,4d21741a23809b256430fa74bfe255f0e6f851675bca51e42825ee1f72d85a0a,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-collection-center-subsequent-recycling-circular-economy_761147-84.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-collection-center-subsequent-recycling-circular-economy_761147-84.jpg
125,066ac892382e2fa818deee00987c27ebaf3cc7d382a8e4ce261fd55e440839cc,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-disposal - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-disposal - Copy.jpg
125,066ac892382e2fa818deee00987c27ebaf3cc7d382a8e4ce261fd55e440839cc,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-disposal.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-disposal.jpg
126,3b5fe347018fd811e9eb46ee94ff9609771f1014c834f4ca96d2c41f1a9b81ff,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-e-waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-e-waste - Copy.jpg
126,3b5fe347018fd811e9eb46ee94ff9609771f1014c834f4ca96d2c41f1a9b81ff,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-e-waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-e-waste.jpg
127,720a469310a4d8187712f3cf35e9c2c03d744c116a3d91f77c1d6055bd7a56d9,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-e-waste-167412842216x9 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-e-waste-167412842216x9 - Copy.jpg
127,720a469310a4d8187712f3cf35e9c2c03d744c116a3d91f77c1d6055bd7a56d9,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-e-waste-167412842216x9.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-e-waste-167412842216x9.jpg
128,604d8ba83fb83456f184c43cacdc82fa386d8f6347ebc71520fa823b0343e3a2,phenomsg,Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE - Copy.jpg
128,604d8ba83fb83456f184c43cacdc82fa386d8f6347ebc71520fa823b0343e3a2,phenomsg,Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-Waste-E-Waste-WEEE.jpg
129,5a08acf1bfb7ffd9a5054f4da9938639e6da5f59f00ffc7c41a93fa424a487f6,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-electronic-waste-old-computers-monitors-other-devices-to-recycle-109977003 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-electronic-waste-old-computers-monitors-other-devices-to-recycle-109977003 - Copy.jpg
129,5a08acf1bfb7ffd9a5054f4da9938639e6da5f59f00ffc7c41a93fa424a487f6,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-electronic-waste-old-computers-monitors-other-devices-to-recycle-109977003.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-electronic-waste-old-computers-monitors-other-devices-to-recycle-109977003.jpg
130,0987449c47dd06c0578beb54b92b2a96723a39444232fe76fabfecb0d90a177e,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224 - Copy.jpg
130,0987449c47dd06c0578beb54b92b2a96723a39444232fe76fabfecb0d90a177e,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hand-dropping-old-damaged-smartphone-bin-e-garbage-152109224.jpg
131,c03234339e60a36263942379e0e49bf93b4f99dde4061782d8fd70eebac15d9a,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hero - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hero - Copy.jpg
131,c03234339e60a36263942379e0e49bf93b4f99dde4061782d8fd70eebac15d9a,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-hero.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-hero.jpg
132,1933d0b2fe5c4eddc1d7563a578e22959b50f4ec24ea75d9cdd3c7d7a364ba94,phenomsg,Hazardous\Hazardous\e-waste\Electronic-waste-management - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-waste-management - Copy.jpg
132,1933d0b2fe5c4eddc1d7563a578e22959b50f4ec24ea75d9cdd3c7d7a364ba94,phenomsg,Hazardous\Hazardous\e-waste\Electronic-waste-management.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-waste-management.jpg
133,c0d6b60912be6579400e6540b79cbfde53c42d76dafa15e9b4e4f878ab789f29,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-ready-for-recycling-isolated-on-white-background-J769FF - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-ready-for-recycling-isolated-on-white-background-J769FF - Copy.jpg
133,c0d6b60912be6579400e6540b79cbfde53c42d76dafa15e9b4e4f878ab789f29,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-ready-for-recycling-isolated-on-white-background-J769FF.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-ready-for-recycling-isolated-on-white-background-J769FF.jpg
134,ba611d4693537761e0d996c29031bf2da3f223c828a02f5ef357117a044228f5,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-statistics - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-statistics - Copy.jpg
134,ba611d4693537761e0d996c29031bf2da3f223c828a02f5ef357117a044228f5,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-statistics.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-statistics.jpg
135,452283e10f5f5520bf1f13ce0775de86363e1dad386c172e13dd70748c4f52ba,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320 - Copy.jpg
135,452283e10f5f5520bf1f13ce0775de86363e1dad386c172e13dd70748c4f52ba,phenomsg,Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\electronic-waste-stock-photo_csp13003320.jpg
136,926a3c0e5377e62c9a4fdce81ff0c4f532422d0deab1ab0fbd1ff02549282f0c,phenomsg,Hazardous\Hazardous\e-waste\Electronic-waste2-scaled - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-waste2-scaled - Copy.jpg
136,926a3c0e5377e62c9a4fdce81ff0c4f532422d0deab1ab0fbd1ff02549282f0c,phenomsg,Hazardous\Hazardous\e-waste\Electronic-waste2-scaled.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic-waste2-scaled.jpg
137,60da44ef064e00228a16667c1263262178e9054eb6bfdd2608e213ff114b7788,phenomsg,Hazardous\Hazardous\e-waste\Electronic_waste_at_Agbogbloshie2C_Ghana - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic_waste_at_Agbogbloshie2C_Ghana - Copy.jpg
137,60da44ef064e00228a16667c1263262178e9054eb6bfdd2608e213ff114b7788,phenomsg,Hazardous\Hazardous\e-waste\Electronic_waste_at_Agbogbloshie2C_Ghana.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Electronic_waste_at_Agbogbloshie2C_Ghana.jpg
138,55dea16d84ed1d46ec7d44ee4692f5b5bb69635700e98f3efc01ed74109b8f30,phenomsg,Hazardous\Hazardous\e-waste\Energiesparlampe_01_retouched - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Energiesparlampe_01_retouched - Copy.jpg
138,55dea16d84ed1d46ec7d44ee4692f5b5bb69635700e98f3efc01ed74109b8f30,phenomsg,Hazardous\Hazardous\e-waste\Energiesparlampe_01_retouched.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Energiesparlampe_01_retouched.jpg
139,1aaa2f3664dedff578f4881d54a7f711b0e663c86e29bdc51b6bfff7868be874,phenomsg,Hazardous\Hazardous\e-waste\energy-saving-bulbs-spent-incandescent-halogen-cfi-fluorescent-led-174891292 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\energy-saving-bulbs-spent-incandescent-halogen-cfi-fluorescent-led-174891292 - Copy.jpg
139,1aaa2f3664dedff578f4881d54a7f711b0e663c86e29bdc51b6bfff7868be874,phenomsg,Hazardous\Hazardous\e-waste\energy-saving-bulbs-spent-incandescent-halogen-cfi-fluorescent-led-174891292.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\energy-saving-bulbs-spent-incandescent-halogen-cfi-fluorescent-led-174891292.jpg
140,eb0cc1737ee2e2e461ccecdf62e6e8e082985b447bac1e7f12b2e5b27eb907c4,phenomsg,Hazardous\Hazardous\e-waste\esy-042966920 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\esy-042966920 - Copy.jpg
140,eb0cc1737ee2e2e461ccecdf62e6e8e082985b447bac1e7f12b2e5b27eb907c4,phenomsg,Hazardous\Hazardous\e-waste\esy-042966920.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\esy-042966920.jpg
141,f5a6b3b1c92720e0c9a9229584cc448560e700559798d054de192f83e9a59081,phenomsg,Hazardous\Hazardous\e-waste\eWaste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\eWaste - Copy.jpg
141,f5a6b3b1c92720e0c9a9229584cc448560e700559798d054de192f83e9a59081,phenomsg,Hazardous\Hazardous\e-waste\eWaste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\eWaste.jpg
142,ab58f020f1d0c5abc98dd859ccf687da3851f5f6dc47d2e11a6d952dabc46b6b,phenomsg,Hazardous\Hazardous\e-waste\Ewaste - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Ewaste - Copy.png
142,ab58f020f1d0c5abc98dd859ccf687da3851f5f6dc47d2e11a6d952dabc46b6b,phenomsg,Hazardous\Hazardous\e-waste\Ewaste.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Ewaste.png
143,c5199aa7e31737ddfbba1d98c7870c062761fef55f81597063214e265e9ec733,phenomsg,Hazardous\Hazardous\e-waste\Ewaste-1602590536972 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Ewaste-1602590536972 - Copy.png
143,c5199aa7e31737ddfbba1d98c7870c062761fef55f81597063214e265e9ec733,phenomsg,Hazardous\Hazardous\e-waste\Ewaste-1602590536972.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Ewaste-1602590536972.png
144,5ee856875f3dfed9165d1ce0633875bf5f1b076c88af6b60316b03e5a44d4037,phenomsg,Hazardous\Hazardous\e-waste\ewaste-3 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-3 - Copy.jpg
144,5ee856875f3dfed9165d1ce0633875bf5f1b076c88af6b60316b03e5a44d4037,phenomsg,Hazardous\Hazardous\e-waste\ewaste-3.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-3.jpg
145,4cb282b89cfef52084f4d65ef2042ff8482a250499be9673e18fc8030ab19524,phenomsg,Hazardous\Hazardous\e-waste\ewaste-aspect-ratio-2000-1200-1024x614 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-aspect-ratio-2000-1200-1024x614 - Copy.jpg
145,4cb282b89cfef52084f4d65ef2042ff8482a250499be9673e18fc8030ab19524,phenomsg,Hazardous\Hazardous\e-waste\ewaste-aspect-ratio-2000-1200-1024x614.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-aspect-ratio-2000-1200-1024x614.jpg
146,fede92f5ae71182cc18ec103307c83e5d776c857720b86e3d90ec09d838f82b1,phenomsg,Hazardous\Hazardous\e-waste\ewaste-hero-banner - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-hero-banner - Copy.jpg
146,fede92f5ae71182cc18ec103307c83e5d776c857720b86e3d90ec09d838f82b1,phenomsg,Hazardous\Hazardous\e-waste\ewaste-hero-banner.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-hero-banner.jpg
147,6c6230b716cdfea0faeafe418ed81e76df926fdf940781f76825b23cfdce7372,phenomsg,Hazardous\Hazardous\e-waste\ewaste-recycling - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-recycling - Copy.jpg
147,6c6230b716cdfea0faeafe418ed81e76df926fdf940781f76825b23cfdce7372,phenomsg,Hazardous\Hazardous\e-waste\ewaste-recycling.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-recycling.jpg
148,f59b590fcc95ea33a01c4e0bf3e101ae2acc6ae439e589daba8e3119d06481f9,phenomsg,Hazardous\Hazardous\e-waste\ewaste-type - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-type - Copy.png
148,f59b590fcc95ea33a01c4e0bf3e101ae2acc6ae439e589daba8e3119d06481f9,phenomsg,Hazardous\Hazardous\e-waste\ewaste-type.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ewaste-type.png
149,d5f54dd7dfad51a326befd111584e81a2597fac404c6d854e52760ffce98811f,phenomsg,Hazardous\Hazardous\e-waste\Example-of-e-waste-in-Category-3-ICT-a-used-mobile-phones-and-b-used-monitors_Q320 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Example-of-e-waste-in-Category-3-ICT-a-used-mobile-phones-and-b-used-monitors_Q320 - Copy.jpg
149,d5f54dd7dfad51a326befd111584e81a2597fac404c6d854e52760ffce98811f,phenomsg,Hazardous\Hazardous\e-waste\Example-of-e-waste-in-Category-3-ICT-a-used-mobile-phones-and-b-used-monitors_Q320.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Example-of-e-waste-in-Category-3-ICT-a-used-mobile-phones-and-b-used-monitors_Q320.jpg
150,b12152ced109890694f5d12d93e1fc94f77bec24f12aa70b49e8bbd9e2afb29e,phenomsg,Hazardous\Hazardous\e-waste\ey-waste-bin-full-of-e-waste - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ey-waste-bin-full-of-e-waste - Copy.jpg
150,b12152ced109890694f5d12d93e1fc94f77bec24f12aa70b49e8bbd9e2afb29e,phenomsg,Hazardous\Hazardous\e-waste\ey-waste-bin-full-of-e-waste.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\ey-waste-bin-full-of-e-waste.jpg
151,efd2cb6debd47fcaebb72f5a2591f6e418ff96a1866df1954e0d375190a77bef,phenomsg,Hazardous\Hazardous\e-waste\Featured-pictures-for-webiste11 - Copy.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Featured-pictures-for-webiste11 - Copy.png
151,efd2cb6debd47fcaebb72f5a2591f6e418ff96a1866df1954e0d375190a77bef,phenomsg,Hazardous\Hazardous\e-waste\Featured-pictures-for-webiste11.png,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Featured-pictures-for-webiste11.png
152,f8417ebb17ae21ba5f5287c1515117fb0fed68ce34d5589e19ec2299ef37f639,phenomsg,Hazardous\Hazardous\e-waste\file-20200709-58-1grgzv5 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\file-20200709-58-1grgzv5 - Copy.jpg
152,f8417ebb17ae21ba5f5287c1515117fb0fed68ce34d5589e19ec2299ef37f639,phenomsg,Hazardous\Hazardous\e-waste\file-20200709-58-1grgzv5.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\file-20200709-58-1grgzv5.jpg
153,48aac20fd3298987e23c2b45cf8164664a961d672f154977854943052f98a92a,phenomsg,Hazardous\Hazardous\e-waste\file-20210216-19-57bzc1 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\file-20210216-19-57bzc1 - Copy.jpg
153,48aac20fd3298987e23c2b45cf8164664a961d672f154977854943052f98a92a,phenomsg,Hazardous\Hazardous\e-waste\file-20210216-19-57bzc1.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\file-20210216-19-57bzc1.jpg
154,1d64ca5576abc9e6f55095cdf74e94d028474cac6ed61af7f46d9b2eb6a7340a,phenomsg,Hazardous\Hazardous\e-waste\Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517 - Copy.jpg
154,1d64ca5576abc9e6f55095cdf74e94d028474cac6ed61af7f46d9b2eb6a7340a,phenomsg,Hazardous\Hazardous\e-waste\Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517.jpg
155,5f22e747d9a171f5c33b6a7d7dc23d20b93cfd6eacedab9f3fb3bfd8ba271a77,phenomsg,Hazardous\Hazardous\e-waste\fluorescent - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent - Copy.jpg
155,5f22e747d9a171f5c33b6a7d7dc23d20b93cfd6eacedab9f3fb3bfd8ba271a77,phenomsg,Hazardous\Hazardous\e-waste\fluorescent.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent.jpg
156,96b3db6310a061ef4ece6c5b46a8af24a53e762142c8a0de5e21d9f7a0a9025a,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-1-1024x683 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-1-1024x683 - Copy.jpg
156,96b3db6310a061ef4ece6c5b46a8af24a53e762142c8a0de5e21d9f7a0a9025a,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-1-1024x683.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-1-1024x683.jpg
157,18001fdcd746c3aee1046c4f33c2358ae003afb90cf0c22f0ba9f651e81a3d89,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-2-e1434205961573 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-2-e1434205961573 - Copy.jpg
157,18001fdcd746c3aee1046c4f33c2358ae003afb90cf0c22f0ba9f651e81a3d89,phenomsg,Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-2-e1434205961573.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\Fluorescent-Bulbs-in-Trash-2-e1434205961573.jpg
158,c3cb78601432b1c3bd63445fe66906b0cdcad529a62f0ef74103f74a1e512fe6,phenomsg,Hazardous\Hazardous\e-waste\fluorescent-lightbulb-abstract-15600002 - Copy.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent-lightbulb-abstract-15600002 - Copy.jpg
158,c3cb78601432b1c3bd63445fe66906b0cdcad529a62f0ef74103f74a1e512fe6,phenomsg,Hazardous\Hazardous\e-waste\fluorescent-lightbulb-abstract-15600002.jpg,C:\Users\trish\Desktop\smart-waste-segregation-ai\data\raw\phenomsg\Hazardous\Hazardous\e-waste\fluorescent-lightbulb-abstract-15600002.jpg
