leakage_group,image_count,split,datasets,unified_classes,has_exact_duplicate,has_near_duplicate
GROUP_04234,1,train,realwaste,Cardboard,False,False
GROUP_04235,1,train,trashnet,Paper,False,False
GROUP_04236,1,test,phenomsg,Organic Stream,False,False
GROUP_04237,1,train,realwaste,Vegetation,False,False
GROUP_04238,1,train,realwaste,Vegetation,False,False
GROUP_04239,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04240,1,train,realwaste,Paper,False,False
GROUP_04241,1,train,ewaste,Electronic Device,False,False
GROUP_04242,1,train,trashnet,Paper,False,False
GROUP_04243,1,train,trashnet,Glass,False,False
GROUP_04244,1,train,ewaste,Electronic Device,False,False
GROUP_04245,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04246,1,train,trashnet,Glass,False,False
GROUP_04247,1,train,phenomsg,Organic Stream,False,False
GROUP_04248,1,train,realwaste,Textile,False,False
GROUP_04249,1,train,phenomsg,Organic Stream,False,False
GROUP_04250,1,train,trashnet,Plastic,False,False
GROUP_04251,1,test,ewaste,Battery,False,False
GROUP_04252,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04253,1,train,realwaste,Vegetation,False,False
GROUP_04254,1,train,trashnet,Glass,False,False
GROUP_04255,1,train,realwaste,Vegetation,False,False
GROUP_04256,1,train,realwaste,Food Organics,False,False
GROUP_04257,1,test,trashnet,Paper,False,False
GROUP_04258,1,train,ewaste,Electronic Device,False,False
GROUP_04259,1,test,realwaste,Glass,False,False
GROUP_04260,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04261,1,test,phenomsg,Organic Stream,False,False
GROUP_04262,1,val,realwaste,Glass,False,False
GROUP_04263,1,train,realwaste,Plastic,False,False
GROUP_04264,1,val,trashnet,Cardboard,False,False
GROUP_04265,1,val,realwaste,Metal,False,False
GROUP_04266,1,train,trashnet,Residual,False,False
GROUP_04267,1,val,realwaste,Paper,False,False
GROUP_04268,1,test,realwaste,Paper,False,False
GROUP_04269,1,train,phenomsg,Residual,False,False
GROUP_04270,1,test,phenomsg,Residual,False,False
GROUP_04271,1,val,realwaste,Metal,False,False
GROUP_04272,1,test,phenomsg,Recyclable Stream,False,False
GROUP_04273,1,train,ewaste,Electronic Device,False,False
GROUP_04274,1,test,trashnet,Metal,False,False
GROUP_04275,1,val,realwaste,Food Organics,False,False
GROUP_04276,1,train,realwaste,Paper,False,False
GROUP_04277,1,val,trashnet,Plastic,False,False
GROUP_04278,1,train,realwaste,Residual,False,False
GROUP_04279,1,val,trashnet,Paper,False,False
GROUP_04280,1,train,realwaste,Plastic,False,False
GROUP_04281,1,train,phenomsg,Organic Stream,False,False
GROUP_04282,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04283,1,val,ewaste,Electronic Device,False,False
GROUP_04284,1,test,trashnet,Glass,False,False
GROUP_04285,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04286,1,train,ewaste,Electronic Device,False,False
GROUP_04287,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04288,1,train,ewaste,Electronic Component,False,False
GROUP_04289,1,train,ewaste,Electronic Device,False,False
GROUP_04290,1,train,trashnet,Metal,False,False
GROUP_04291,1,val,realwaste,Residual,False,False
GROUP_04292,1,train,ewaste,Electronic Device,False,False
GROUP_04293,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_04294,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04295,1,train,phenomsg,Residual,False,False
GROUP_04296,1,train,realwaste,Vegetation,False,False
GROUP_04297,1,val,realwaste,Metal,False,False
GROUP_04298,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_04299,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04300,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04301,1,test,phenomsg,Residual,False,False
GROUP_04302,1,train,phenomsg,Organic Stream,False,False
GROUP_04303,1,train,realwaste,Plastic,False,False
GROUP_04304,1,train,realwaste,Plastic,False,False
GROUP_04305,1,val,realwaste,Cardboard,False,False
GROUP_04306,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04307,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04308,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04309,1,train,phenomsg,Residual,False,False
GROUP_04310,1,val,trashnet,Glass,False,False
GROUP_04311,1,train,ewaste,Electronic Device,False,False
GROUP_04312,1,train,phenomsg,Organic Stream,False,False
GROUP_04313,1,train,phenomsg,Organic Stream,False,False
GROUP_04314,1,test,realwaste,Vegetation,False,False
GROUP_04315,1,train,ewaste,Electronic Component,False,False
GROUP_04316,1,test,phenomsg,Recyclable Stream,False,False
GROUP_04317,1,train,trashnet,Metal,False,False
GROUP_04318,1,train,trashnet,Paper,False,False
GROUP_04319,2,train,ewaste,Electronic Device,False,True
GROUP_04320,1,test,realwaste,Paper,False,False
GROUP_04321,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04322,1,train,ewaste,Electronic Device,False,False
GROUP_04323,2,train,phenomsg,Organic Stream,True,True
GROUP_04324,1,train,realwaste,Paper,False,False
GROUP_04325,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04326,1,test,ewaste,Electronic Device,False,False
GROUP_04327,1,train,realwaste,Metal,False,False
GROUP_04328,1,val,ewaste,Electronic Device,False,False
GROUP_04329,1,train,realwaste,Residual,False,False
GROUP_04330,1,train,realwaste,Plastic,False,False
GROUP_04331,1,train,ewaste,Electronic Device,False,False
GROUP_04332,1,train,realwaste,Cardboard,False,False
GROUP_04333,1,train,realwaste,Metal,False,False
GROUP_04334,1,train,realwaste,Glass,False,False
GROUP_04335,1,train,ewaste,Electronic Device,False,False
GROUP_04336,1,val,realwaste,Glass,False,False
GROUP_04337,1,train,ewaste,Electronic Device,False,False
GROUP_04338,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04339,1,train,realwaste,Food Organics,False,False
GROUP_04340,1,test,realwaste,Glass,False,False
GROUP_04341,1,test,realwaste,Plastic,False,False
GROUP_04342,1,train,realwaste,Metal,False,False
GROUP_04343,1,train,realwaste,Paper,False,False
GROUP_04344,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_04345,1,train,realwaste,Metal,False,False
GROUP_04346,1,val,phenomsg,Hazardous Waste,False,False
GROUP_04347,1,train,realwaste,Metal,False,False
GROUP_04348,1,train,realwaste,Vegetation,False,False
GROUP_04349,1,test,ewaste,Electronic Device,False,False
GROUP_04350,1,train,realwaste,Plastic,False,False
GROUP_04351,1,val,ewaste,Battery,False,False
GROUP_04352,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04353,1,val,phenomsg,Recyclable Stream,False,False
GROUP_04354,1,test,trashnet,Metal,False,False
GROUP_04355,1,train,realwaste,Residual,False,False
GROUP_04356,1,val,phenomsg,Hazardous Waste,False,False
GROUP_04357,1,test,phenomsg,Organic Stream,False,False
GROUP_04358,1,train,phenomsg,Organic Stream,False,False
GROUP_04359,1,val,realwaste,Metal,False,False
GROUP_04360,1,val,realwaste,Metal,False,False
GROUP_04361,1,train,realwaste,Plastic,False,False
GROUP_04362,1,train,trashnet,Plastic,False,False
GROUP_04363,1,train,realwaste,Paper,False,False
GROUP_04364,1,test,trashnet,Glass,False,False
GROUP_04365,1,train,realwaste,Cardboard,False,False
GROUP_04366,1,train,trashnet,Cardboard,False,False
GROUP_04367,1,test,realwaste,Glass,False,False
GROUP_04368,1,train,realwaste,Residual,False,False
GROUP_04369,1,train,trashnet,Cardboard,False,False
GROUP_04370,1,train,phenomsg,Organic Stream,False,False
GROUP_04371,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04372,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04373,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04374,1,train,realwaste,Glass,False,False
GROUP_04375,1,train,realwaste,Paper,False,False
GROUP_04376,1,train,trashnet,Metal,False,False
GROUP_04377,1,val,realwaste,Paper,False,False
GROUP_04378,1,train,ewaste,Electronic Device,False,False
GROUP_04379,1,train,ewaste,Electronic Device,False,False
GROUP_04380,1,test,realwaste,Residual,False,False
GROUP_04381,1,train,ewaste,Battery,False,False
GROUP_04382,1,train,phenomsg,Residual,False,False
GROUP_04383,1,train,ewaste,Battery,False,False
GROUP_04384,1,train,trashnet,Paper,False,False
GROUP_04385,1,test,phenomsg,Organic Stream,False,False
GROUP_04386,1,train,ewaste,Electronic Device,False,False
GROUP_04387,1,val,realwaste,Cardboard,False,False
GROUP_04388,1,train,trashnet,Cardboard,False,False
GROUP_04389,1,val,realwaste,Textile,False,False
GROUP_04390,1,train,ewaste,Electronic Device,False,False
GROUP_04391,1,train,trashnet,Paper,False,False
GROUP_04392,1,val,trashnet,Plastic,False,False
GROUP_04393,1,train,realwaste,Glass,False,False
GROUP_04394,2,train,realwaste,Plastic,False,True
GROUP_04395,1,test,realwaste,Metal,False,False
GROUP_04396,1,train,trashnet,Glass,False,False
GROUP_04397,1,val,phenomsg,Organic Stream,False,False
GROUP_04398,2,train,ewaste,Electronic Device,False,True
GROUP_04399,1,train,ewaste,Battery,False,False
GROUP_04400,1,train,realwaste,Metal,False,False
GROUP_04401,1,train,ewaste,Battery,False,False
GROUP_04402,1,train,ewaste,Battery,False,False
GROUP_04403,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04404,1,train,realwaste,Paper,False,False
GROUP_04405,1,train,realwaste,Plastic,False,False
GROUP_04406,1,train,ewaste,Electronic Device,False,False
GROUP_04407,1,train,trashnet,Glass,False,False
GROUP_04408,1,train,ewaste,Electronic Component,False,False
GROUP_04409,1,test,ewaste,Electronic Device,False,False
GROUP_04410,2,train,trashnet,Paper,False,True
GROUP_04411,1,train,ewaste,Electronic Device,False,False
GROUP_04412,1,train,ewaste,Electronic Device,False,False
GROUP_04413,1,train,trashnet,Paper,False,False
GROUP_04414,1,test,ewaste,Electronic Component,False,False
GROUP_04415,1,train,realwaste,Paper,False,False
GROUP_04416,1,val,phenomsg,Organic Stream,False,False
GROUP_04417,1,train,realwaste,Residual,False,False
GROUP_04418,1,train,realwaste,Residual,False,False
GROUP_04419,1,train,phenomsg,Organic Stream,False,False
GROUP_04420,1,test,realwaste,Vegetation,False,False
GROUP_04421,1,train,trashnet,Glass,False,False
GROUP_04422,1,test,phenomsg,Recyclable Stream,False,False
GROUP_04423,1,test,ewaste,Electronic Device,False,False
GROUP_04424,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04425,1,val,realwaste,Cardboard,False,False
GROUP_04426,1,val,realwaste,Food Organics,False,False
GROUP_04427,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04428,1,train,realwaste,Food Organics,False,False
GROUP_04429,1,val,ewaste,Electronic Device,False,False
GROUP_04430,1,train,realwaste,Residual,False,False
GROUP_04431,1,train,trashnet,Paper,False,False
GROUP_04432,1,train,trashnet,Plastic,False,False
GROUP_04433,1,train,phenomsg,Organic Stream,False,False
GROUP_04434,1,train,ewaste,Battery,False,False
GROUP_04435,1,train,ewaste,Electronic Device,False,False
GROUP_04436,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04437,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04438,1,train,ewaste,Electronic Device,False,False
GROUP_04439,1,train,trashnet,Metal,False,False
GROUP_04440,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04441,1,train,trashnet,Cardboard,False,False
GROUP_04442,1,train,realwaste,Food Organics,False,False
GROUP_04443,1,test,realwaste,Plastic,False,False
GROUP_04444,1,train,trashnet,Glass,False,False
GROUP_04445,1,train,trashnet,Glass,False,False
GROUP_04446,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04447,2,train,ewaste,Electronic Device,False,True
GROUP_04448,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04449,2,train,realwaste,Plastic,False,True
GROUP_04450,1,test,phenomsg,Organic Stream,False,False
GROUP_04451,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04452,1,train,trashnet,Paper,False,False
GROUP_04453,1,train,trashnet,Paper,False,False
GROUP_04454,1,test,trashnet,Cardboard,False,False
GROUP_04455,1,train,trashnet,Metal,False,False
GROUP_04456,1,train,trashnet,Glass,False,False
GROUP_04457,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04458,1,train,realwaste,Cardboard,False,False
GROUP_04459,1,train,ewaste,Battery,False,False
GROUP_04460,1,train,phenomsg,Residual,False,False
GROUP_04461,1,test,realwaste,Food Organics,False,False
GROUP_04462,1,train,phenomsg,Organic Stream,False,False
GROUP_04463,1,val,ewaste,Electronic Device,False,False
GROUP_04464,1,train,trashnet,Cardboard,False,False
GROUP_04465,1,test,realwaste,Residual,False,False
GROUP_04466,1,train,realwaste,Vegetation,False,False
GROUP_04467,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04468,1,train,ewaste,Electronic Device,False,False
GROUP_04469,1,test,realwaste,Metal,False,False
GROUP_04470,1,train,realwaste,Glass,False,False
GROUP_04471,1,train,ewaste,Electronic Device,False,False
GROUP_04472,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04473,1,test,realwaste,Metal,False,False
GROUP_04474,1,train,realwaste,Food Organics,False,False
GROUP_04475,1,train,realwaste,Metal,False,False
GROUP_04476,1,train,realwaste,Vegetation,False,False
GROUP_04477,1,train,trashnet,Cardboard,False,False
GROUP_04478,1,test,trashnet,Glass,False,False
GROUP_04479,1,val,trashnet,Metal,False,False
GROUP_04480,1,train,trashnet,Glass,False,False
GROUP_04481,1,train,ewaste,Electronic Device,False,False
GROUP_04482,1,train,realwaste,Residual,False,False
GROUP_04483,1,train,realwaste,Vegetation,False,False
GROUP_04484,1,train,realwaste,Residual,False,False
GROUP_04485,1,test,phenomsg,Recyclable Stream,False,False
GROUP_04486,1,train,realwaste,Plastic,False,False
GROUP_04487,1,train,trashnet,Cardboard,False,False
GROUP_04488,1,train,ewaste,Electronic Device,False,False
GROUP_04489,1,test,ewaste,Electronic Device,False,False
GROUP_04490,1,val,phenomsg,Recyclable Stream,False,False
GROUP_04491,1,train,ewaste,Electronic Device,False,False
GROUP_04492,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_04493,1,train,phenomsg,Residual,False,False
GROUP_04494,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04495,1,test,phenomsg,Organic Stream,False,False
GROUP_04496,1,train,ewaste,Electronic Device,False,False
GROUP_04497,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04498,1,test,realwaste,Plastic,False,False
GROUP_04499,1,train,trashnet,Cardboard,False,False
GROUP_04500,1,train,phenomsg,Organic Stream,False,False
GROUP_04501,2,train,ewaste,Electronic Device,False,True
GROUP_04502,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04503,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04504,1,train,ewaste,Electronic Device,False,False
GROUP_04505,1,test,realwaste,Metal,False,False
GROUP_04506,1,train,ewaste,Electronic Device,False,False
GROUP_04507,1,train,realwaste,Metal,False,False
GROUP_04508,1,train,ewaste,Electronic Component,False,False
GROUP_04509,1,train,trashnet,Cardboard,False,False
GROUP_04510,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04511,1,test,phenomsg,Organic Stream,False,False
GROUP_04512,1,val,ewaste,Electronic Device,False,False
GROUP_04513,1,train,realwaste,Metal,False,False
GROUP_04514,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04515,2,train,ewaste,Electronic Device,True,True
GROUP_04516,2,train,phenomsg,Organic Stream,False,True
GROUP_04517,1,train,ewaste,Electronic Component,False,False
GROUP_04518,1,train,realwaste,Cardboard,False,False
GROUP_04519,1,train,trashnet,Metal,False,False
GROUP_04520,1,train,realwaste,Cardboard,False,False
GROUP_04521,1,train,trashnet,Glass,False,False
GROUP_04522,1,val,ewaste,Electronic Device,False,False
GROUP_04523,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04524,1,train,trashnet,Plastic,False,False
GROUP_04525,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04526,1,train,trashnet,Plastic,False,False
GROUP_04527,1,train,phenomsg,Recyclable Stream,False,False
GROUP_04528,1,train,realwaste,Food Organics,False,False
GROUP_04529,1,train,ewaste,Electronic Device,False,False
GROUP_04530,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04531,1,train,realwaste,Glass,False,False
GROUP_04532,1,train,realwaste,Textile,False,False
GROUP_04533,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04534,1,train,phenomsg,Organic Stream,False,False
GROUP_04535,1,train,trashnet,Paper,False,False
GROUP_04536,1,train,trashnet,Plastic,False,False
GROUP_04537,1,train,realwaste,Vegetation,False,False
GROUP_04538,1,train,realwaste,Metal,False,False
GROUP_04539,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04540,1,train,realwaste,Metal,False,False
GROUP_04541,2,train,phenomsg,Hazardous Waste,True,True
GROUP_04542,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04543,1,val,ewaste,Large Electronic Appliance,False,False
GROUP_04544,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04545,1,train,realwaste,Plastic,False,False
GROUP_04546,1,train,realwaste,Plastic,False,False
GROUP_04547,1,train,realwaste,Plastic,False,False
GROUP_04548,1,train,ewaste,Battery,False,False
GROUP_04549,1,train,realwaste,Metal,False,False
GROUP_04550,1,train,trashnet,Plastic,False,False
GROUP_04551,1,train,trashnet,Metal,False,False
GROUP_04552,1,train,ewaste,Electronic Component,False,False
GROUP_04553,1,val,realwaste,Plastic,False,False
GROUP_04554,1,train,trashnet,Plastic,False,False
GROUP_04555,1,train,phenomsg,Residual,False,False
GROUP_04556,1,train,phenomsg,Residual,False,False
GROUP_04557,1,test,realwaste,Paper,False,False
GROUP_04558,1,train,trashnet,Glass,False,False
GROUP_04559,1,train,realwaste,Plastic,False,False
GROUP_04560,1,train,phenomsg,Organic Stream,False,False
GROUP_04561,1,train,realwaste,Metal,False,False
GROUP_04562,1,val,ewaste,Electronic Device,False,False
GROUP_04563,1,train,realwaste,Plastic,False,False
GROUP_04564,1,train,ewaste,Battery,False,False
GROUP_04565,1,train,phenomsg,Hazardous Waste,False,False
GROUP_04566,2,train,realwaste,Food Organics|Metal,False,True
GROUP_04567,1,test,phenomsg,Residual,False,False
GROUP_04568,1,train,realwaste,Plastic,False,False
GROUP_04569,1,train,trashnet,Glass,False,False
GROUP_04570,1,train,realwaste,Metal,False,False
GROUP_04571,1,test,ewaste,Large Electronic Appliance,False,False
GROUP_04572,1,train,ewaste,Large Electronic Appliance,False,False
GROUP_04573,1,train,ewaste,Large Electronic Appliance,False,False
